studentCode,StudentName,modeoftransport,Distance,Emission
2412,Roley,Train,469,28.06
2413,Sydney,Walk,348,0
2414,Torin,Bike,402,0
2415,Cilka,Car,234,29.2
2416,Godart,Bus,315,42.07
2417,Tove,Motor Bike,172,57.6
2418,Wandie,Walk,55,0
2419,Sebastiano,Bike,203,0
2420,Jessalyn,Walk,363,0
2421,Skell,Walk,319,0
2422,Kym,Motor Bike,38,7.64
2423,Karlie,E-scooter,130,26.2
2424,Peggy,Train,255,89.92
2425,Purcell,Motor Bike,0,37.56
2426,Amandi,Motor Bike,484,83.08
2427,Hortensia,Bike,46,0
2428,Mirelle,E-scooter,22,0.69
2429,Myrtice,Car,484,85.26
2430,Addie,Bus,94,28.99
2431,Kevina,Bike,114,0
2432,Emmery,Bike,443,0
2433,Guillermo,Train,322,28.63
2434,Coral,Walk,370,0
2435,Salem,Train,339,60.7
2436,Kitty,Car,465,73.35
2437,Jard,Motor Bike,382,67.29
2438,Nancie,Bike,188,0
2439,Sayre,Bike,314,0
2440,Peadar,Motor Bike,385,82.13
2441,Felizio,Car,429,2.09
2442,Drucy,E-scooter,117,38.61
2443,Robin,E-scooter,327,47.33
2444,Westbrook,Motor Bike,485,2.78
2445,Lucius,E-scooter,347,20.48
2446,Effie,Motor Bike,281,19.04
2447,Oona,Car,192,15.4
2448,Katy,Train,420,71.03
2449,Daisy,Car,127,64.77
2450,Adelaide,Train,244,78
2451,Krishnah,Bus,66,29.02
2452,Kippy,Car,492,6.58
2453,Kayne,Motor Bike,452,53.44
2454,Clovis,Motor Bike,488,4.94
2455,Padraig,Bike,403,0
2456,Karita,Car,66,38.52
2457,Gay,Bike,0,0
2458,Amber,E-scooter,171,22.89
2459,Shawn,Motor Bike,0,49.47
2460,Hanny,Motor Bike,150,16.91
2461,Norine,Motor Bike,79,65.95
2462,Ravid,Motor Bike,395,1.08
2463,Tess,E-scooter,23,52.15
2464,Elisabetta,Motor Bike,446,26.88
2465,Ahmad,Bike,6,0
2466,Maynord,Motor Bike,491,39.85
2467,Allys,Train,473,21.48
2468,Atalanta,Bike,239,0
2469,Port,Train,279,72.22
2470,Rudolfo,Bus,63,5.32
2471,Tabitha,Motor Bike,362,79.3
2472,Chrotoem,Car,146,69.09
2473,Felix,E-scooter,268,0.31
2474,Maribel,Car,270,91.32
2475,Alexandr,Motor Bike,400,93.12
2476,Sharron,Car,4,89.06
2477,Carmelia,Motor Bike,386,42.35
2478,Tam,Car,225,44.11
2479,Artemis,Train,331,50.52
2480,Bethanne,Walk,211,0
2481,Jaquelyn,Walk,221,0
2482,Flem,Train,136,2.79
2483,Benedicta,E-scooter,447,15.68
2484,Maryanne,E-scooter,326,24.31
2485,Brigit,Bus,289,64.32
2486,Delilah,Walk,288,0
2487,Robbie,Walk,153,0
2488,Bird,E-scooter,354,5.15
2489,Wake,Car,439,71.23
2490,Barty,Walk,476,0
2491,Hetty,Motor Bike,13,44.21
2492,Richart,Train,3,17.62
2493,Rosemaria,Walk,384,0
2494,Huntington,Walk,330,0
2495,Napoleon,Walk,488,0
2496,Ainslee,Train,411,79.7
2497,Baxter,Bike,86,0
2498,Carin,Car,111,94.3
2499,Tally,Car,362,43.71
2500,Alejandro,Walk,53,0
2501,Marcos,Motor Bike,150,22.08
2502,Gerda,Car,55,70.17
2503,Thaddus,E-scooter,390,90.38
2504,Samuele,Bus,155,90.52
2505,Joella,Motor Bike,249,17.83
2506,Reinaldo,Car,165,48.78
2507,Zelig,Motor Bike,60,64.48
2508,Hyacinthie,E-scooter,291,69.11
2509,Cleve,Bike,399,0
2510,Reba,Motor Bike,353,47.37
2511,Gaynor,Bus,27,47.07
2512,Adams,Car,137,37.77
2513,Felicity,Car,150,97.98
2514,Hedda,E-scooter,174,81.57
2515,Oates,Motor Bike,191,36.68
2516,Rebeka,Bus,489,87.94
2517,Nikolos,Bike,383,0
2518,Anica,Motor Bike,434,27.37
2519,Magnum,Bus,9,63.88
2520,Leighton,E-scooter,78,54.36
2521,Carine,Walk,415,0
2522,Don,Walk,474,0
2523,Max,E-scooter,336,88.44
2524,Belva,Car,51,52.08
2525,Emalia,Walk,483,0
2526,Jenn,Motor Bike,201,68.25
2527,Andrea,Walk,134,0
2528,Clovis,Motor Bike,481,1.73
2529,Tresa,Walk,460,0
2530,Corny,Bus,107,63.32
2531,Roderick,Motor Bike,106,10.05
2532,Marlene,Bike,326,0
2533,Tally,Bus,269,63.38
2534,Trixie,Car,406,86.36
2535,Beale,Train,152,4.02
2536,Tana,Motor Bike,140,24.52
2537,Remy,Motor Bike,281,40.46
2538,Chlo,Motor Bike,180,52.19
2539,Denny,E-scooter,300,34.22
2540,Federica,Car,96,88.91
2541,Fredrika,Bike,217,0
2542,Cord,Bus,143,94.42
2543,Ora,Train,174,47.73
2544,Stanton,Motor Bike,491,8.65
2545,Tersina,Walk,397,0
2546,Avery,Train,235,85.67
2547,Gussy,Bike,106,0
2548,Skippie,Walk,392,0
2549,Alejandro,Bike,149,0
2550,Lilyan,Bus,227,6.8
2551,Wallache,Train,471,37.37
2552,Davie,Walk,159,0
2553,Killy,Motor Bike,62,7.83
2554,Sibelle,Motor Bike,157,54.18
2555,Thornton,Bus,466,5.38
2556,Midge,Train,89,84.52
2557,Elinore,Car,315,68.8
2558,Lelia,Car,272,1.26
2559,Alidia,Train,17,92.86
2560,Binni,Walk,180,0
2561,Mendie,Bus,85,58.11
2562,Cynthia,Motor Bike,215,78.79
2563,Cheston,Car,99,72.95
2564,Danny,Car,46,97.9
2565,Cathyleen,Walk,223,0
2566,Lian,Car,153,4.05
2567,Tiphany,Car,84,73.5
2568,Marie-jeanne,Train,18,30.51
2569,Hunfredo,Walk,288,0
2570,Basilio,Bike,322,0
2571,Freddie,E-scooter,213,30.52
2572,Perceval,E-scooter,484,5.41
2573,Costanza,Train,288,77.33
2574,Roz,Train,371,45.83
2575,Miguel,Bike,46,0
2576,Haskell,Train,13,46.13
2577,Anjela,Walk,466,0
2578,Kim,Train,313,32.2
2579,Barbette,Train,30,91.69
2580,Cristie,Walk,157,0
2581,Eilis,Bike,488,0
2582,Demetri,Car,397,49.15
2583,Rollo,Bike,325,0
2584,Horton,Bus,110,18.86
2585,Herby,Walk,261,0
2586,Riley,Train,117,19.27
2587,Lorrie,Bike,170,0
2588,Maxy,Car,298,31.39
2589,Valentina,Car,481,48.93
2590,Conway,Bus,331,44.78
2591,Sapphire,Motor Bike,13,35.03
2592,Raf,Bus,9,83.91
2593,Clywd,Bike,492,0
2594,Farica,Walk,80,0
2595,Kakalina,Motor Bike,319,7.98
2596,Jamison,Car,444,47.17
2597,Mildrid,Train,136,46.46
2598,Tuckie,Car,280,35.19
2599,Scott,Walk,382,0
2600,Riobard,Car,300,58.96
2601,Llywellyn,Bus,335,47.58
2602,Alanah,Car,68,77.51
2603,Nariko,Bike,327,0
2604,Rhodia,Bike,93,0
2605,Vale,Train,443,74.79
2606,Etta,Motor Bike,259,45.08
2607,Jorrie,Train,283,54.44
2608,Carleton,Bus,445,47.29
2609,Adda,Train,82,10.94
2610,Cariotta,Car,76,44.2
2611,Oren,Motor Bike,14,65.17
2612,Libbie,Train,96,21.72
2613,Delcine,Bike,474,0
2614,Skelly,Bike,317,0
2615,Brucie,Bus,30,93.41
2616,Gilda,E-scooter,272,98.4
2617,Noby,Bus,40,77.09
2618,Bobine,Motor Bike,74,62.73
2619,Frederic,Car,269,84.3
2620,Enrika,Bus,141,16.25
2621,Troy,Bike,89,0
2622,Vick,Train,187,97.01
2623,Ally,Train,396,96.92
2624,Emmalynn,E-scooter,478,45.68
2625,Lorianna,Car,332,25.7
2626,Smith,Bike,134,0
2627,Karil,Bus,453,26.14
2628,Ali,Motor Bike,24,45.79
2629,Megan,E-scooter,304,80.71
2630,Angelle,Bike,435,0
2631,Annalise,Bus,0,61.78
2632,Gaile,E-scooter,121,76.51
2633,Wylma,Bike,411,0
2634,Fraze,Walk,301,0
2635,Lissy,Bike,357,0
2636,Etty,Walk,267,0
2637,Mill,Walk,224,0
2638,Emmy,Walk,0,0
2639,Kassandra,Walk,9,0
2640,Oona,Train,93,56.6
2641,Julienne,Bike,264,0
2642,Callie,Motor Bike,435,72.56
2643,Debora,Bus,190,72.08
2644,Allis,Walk,253,0
2645,Alfy,Bike,463,0
2646,Gordy,Walk,98,0
2647,Bethany,Bus,38,50.87
2648,Frannie,Train,133,66.06
2649,Ezra,Car,193,20.21
2650,Chandler,Walk,483,0
2651,Cris,Train,486,85.56
2652,Jeffrey,Motor Bike,382,14.92
2653,Craggy,Car,381,34.38
2654,Clark,Walk,379,0
2655,Tiff,Motor Bike,113,85.16
2656,Bartram,Bike,346,0
2657,Denys,Motor Bike,178,19.39
2658,Sophie,Bus,188,49.74
2659,Adella,Bike,122,0
2660,Bessy,Bus,165,97.74
2661,Celestyn,Car,30,33.02
2662,Eziechiele,Train,445,80.01
2663,Iosep,Walk,246,0
2664,Wright,Car,306,19.47
2665,Glen,Bike,472,0
2666,Netti,Train,137,87.98
2667,Frasco,Bus,11,85.07
2668,Cyrillus,Bike,478,0
2669,Delores,Bus,190,80.71
2670,Dody,Train,371,79.69
2671,Nicolais,Walk,52,0
2672,Jenda,Bus,425,32.5
2673,Lucais,E-scooter,398,28.38
2674,Harriot,Train,380,60.01
2675,Dene,Walk,230,0
2676,Thorny,E-scooter,218,8.95
2677,Inge,E-scooter,205,63.64
2678,Inger,Train,395,78.67
2679,Reinhold,Car,232,25.51
2680,Brendan,Bike,485,0
2681,Annamaria,E-scooter,16,65.59
2682,Alessandra,Bus,1,7.95
2683,Kassi,Bike,60,0
2684,Shae,Bus,4,47.62
2685,Mano,Walk,108,0
2686,Amabel,Motor Bike,166,99.85
2687,Nessie,E-scooter,253,44.84
2688,Dela,Bus,243,42.58
2689,Selina,Train,251,61.62
2690,Larry,Car,64,46.26
2691,Hatti,Train,415,83.08
2692,Katya,Train,338,79.26
2693,Kennith,Bike,140,0
2694,Sofia,E-scooter,145,11.43
2695,Priscella,Bike,404,0
2696,Alia,Car,284,12.28
2697,Ezekiel,Walk,126,0
2698,Verena,Walk,363,0
2699,My,Motor Bike,0,41.36
2700,Fabe,Bike,122,0
2701,Jorie,Car,139,80.75
2702,Burr,Motor Bike,296,46.79
2703,Deni,Bus,480,88.85
2704,Bax,Bus,407,43.58
2705,Sosanna,Bus,431,14.65
2706,Rolland,Bike,3,0
2707,Chrisy,Car,428,54.43
2708,Arlee,Car,478,57.46
2709,Kristel,Bus,159,4.24
2710,Elvira,Car,69,59.35
2711,Cece,E-scooter,466,20.55
2712,Iseabal,Motor Bike,433,79.56
2713,Rene,Motor Bike,112,9.88
2714,Sharon,Car,314,39.51
2715,Pat,Car,71,84.75
2716,Ax,Bike,413,0
2717,Omero,Bike,343,0
2718,Idalina,Bike,0,0
2719,Rhonda,Motor Bike,357,81.45
2720,Aaren,E-scooter,318,84.1
2721,Leelah,Walk,476,0
2722,Dyan,Train,324,51.6
2723,Estrellita,Car,186,91.9
2724,Hunter,Motor Bike,332,39.33
2725,Jobi,Walk,454,0
2726,Becca,Walk,26,0
2727,Celinda,Bike,15,0
2728,Aurie,Motor Bike,443,12.11
2729,Trina,Walk,72,0
2730,Myrta,Bike,118,0
2731,Fitz,Motor Bike,185,71.1
2732,Archie,E-scooter,175,50.78
2733,Fania,Bike,29,0
2734,Barry,E-scooter,49,19.85
2735,Bernette,Motor Bike,204,55.15
2736,Dora,Train,101,43.31
2737,Theadora,E-scooter,235,77.94
2738,Vitoria,E-scooter,448,10.47
2739,Blondelle,E-scooter,31,14.61
2740,Tana,E-scooter,482,47.35
2741,Buck,Motor Bike,331,20.03
2742,Babette,E-scooter,448,93.58
2743,Dixie,Walk,350,0
2744,Torrin,Walk,246,0
2745,Cletus,Car,384,57.14
2746,Freida,Train,72,85.93
2747,Edith,E-scooter,471,8.45
2748,Jackie,Train,252,12.62
2749,Silvano,Bike,100,0
2750,Ula,Motor Bike,158,68.59
2751,Powell,Train,472,59.1
2752,Aurore,Bus,414,89.36
2753,Artemus,Motor Bike,312,43.77
2754,Lincoln,Car,73,16.8
2755,Gretna,Train,159,64.54
2756,Gunner,Car,403,47.13
2757,Elfie,Car,114,78.58
2758,Sukey,Walk,235,0
2759,Wynn,Car,220,71.04
2760,Juieta,Walk,471,0
2761,Daryl,E-scooter,497,39.84
2762,Salvatore,Walk,422,0
2763,Giraud,Bike,150,0
2764,Bendite,Motor Bike,12,68.44
2765,Bobbette,Bus,345,39.69
2766,Margery,Walk,432,0
2767,Beltran,Walk,220,0
2768,Jarib,Bus,207,17.86
2769,Lisetta,Car,133,38.79
2770,Ettie,Car,0,96.89
2771,Magdalen,Bus,137,39.02
2772,Pebrook,Motor Bike,128,69.12
2773,Morgen,Bus,325,2.36
2774,Mollie,Bus,281,54.08
2775,Candida,Walk,4,0
2776,Donia,Walk,212,0
2777,Kattie,Walk,192,0
2778,Reinaldos,Bike,62,0
2779,Merrily,Bus,334,38.59
2780,Care,Bike,20,0
2781,Cam,Train,238,34.54
2782,Fremont,Walk,369,0
2783,Kip,Motor Bike,185,24.99
2784,Linnea,E-scooter,95,55.7
2785,Kit,Bike,55,0
2786,Juliet,Walk,237,0
2787,Ilyssa,Walk,433,0
2788,Paola,Motor Bike,157,78.59
2789,Skyler,Car,163,0.16
2790,Lorie,Train,20,39.14
2791,Alicea,Bus,176,73.33
2792,Martynne,Car,76,17.76
2793,Bathsheba,Walk,161,0
2794,Kane,Motor Bike,380,95.77
2795,Baxy,Bus,144,5.21
2796,Melosa,Bus,151,17.45
2797,Merrill,E-scooter,135,84.99
2798,Robby,Walk,446,0
2799,Laraine,Bike,401,0
2800,Olympia,Walk,459,0
2801,Carlynne,Bike,22,0
2802,Stevana,Motor Bike,152,52.73
2803,Carlie,Car,204,91.65
2804,Willi,Bike,69,0
2805,Rafferty,Train,199,42.87
2806,Morlee,Bus,456,88.07
2807,Ellissa,Bike,38,0
2808,Quinlan,Bus,482,37.29
2809,Letitia,Car,80,57.68
2810,Jourdain,E-scooter,352,12.61
2811,Burr,Motor Bike,95,77.21
2812,Harmon,E-scooter,393,30.09
2813,Rolph,Bus,493,58.55
2814,Consuela,E-scooter,0,19.93
2815,Cyrille,Bus,257,0.66
2816,Pierson,Car,418,68.6
2817,Alexandro,Train,67,93.33
2818,Seana,Motor Bike,115,40.66
2819,Devlen,Train,204,44.24
2820,Tomi,Car,459,56.91
2821,Barde,Walk,231,0
2822,Guillema,E-scooter,444,29.5
2823,Alfreda,Car,266,62.25
2824,Salvador,Car,372,98.95
2825,Petronia,E-scooter,149,7.51
2826,Barris,Train,7,94.72
2827,Fleur,Bike,337,0
2828,Charo,Walk,203,0
2829,Huberto,Bus,393,33.42
2830,Cull,Motor Bike,185,22.29
2831,Giorgio,E-scooter,109,49.5
2832,Dicky,Train,336,66.35
2833,Joshua,E-scooter,408,78.9
2834,Shayne,Bike,224,0
2835,Hadrian,Train,342,75.94
2836,Merle,Car,28,68.09
2837,Beale,Car,0,50
2838,Dalila,Train,136,56.09
2839,Domini,Bus,425,90.1
2840,Sindee,Car,417,3.79
2841,Farley,Motor Bike,487,88.5
2842,Lyndsey,Car,445,74.61
2843,Gardener,Walk,431,0
2844,Kira,Walk,190,0
2845,Clifford,Bike,55,0
2846,Sena,Walk,144,0
2847,Katherina,Car,471,74.67
2848,Cherise,Walk,446,0
2849,Auria,Bike,413,0
2850,Welsh,Motor Bike,396,53.4
2851,Josee,Walk,369,0
2852,Lorette,E-scooter,178,71.7
2853,Delmer,Train,244,75.17
2854,Rooney,Bike,121,0
2855,Catharine,Walk,187,0
2856,Luce,Train,112,77.68
2857,Kim,Train,164,33.62
2858,Noelani,Train,166,58.27
2859,Gilly,Walk,191,0
2860,Rose,Walk,301,0
2861,Juliet,Motor Bike,383,37.83
2862,Roxy,Bike,28,0
2863,Janna,Motor Bike,237,68.56
2864,Georgie,Motor Bike,238,70.14
2865,Suzette,Bus,358,23.17
2866,Emmy,Bike,145,0
2867,Danyelle,E-scooter,53,21.54
2868,Hamel,Car,328,15.6
2869,Jacklin,Motor Bike,8,0.48
2870,Vincenz,E-scooter,357,27.49
2871,Farica,Bike,239,0
2872,Andrea,Train,342,43.69
2873,Wilton,Train,195,26.39
2874,Charmian,Bike,432,0
2875,Eldon,Train,141,35.8
2876,Brittani,Walk,286,0
2877,Theobald,Train,51,69.99
2878,Demetri,Motor Bike,341,25.82
2879,Cristine,Car,0,67.83
2880,Charleen,Walk,7,0
2881,Harcourt,Motor Bike,149,70.57
2882,Wini,Bus,75,7.46
2883,Teodoro,Motor Bike,196,59.42
2884,Boycie,Car,377,65.18
2885,Greta,Car,75,67.8
2886,Antonella,Train,404,17.83
2887,Valentijn,Train,316,58.31
2888,Sheri,Motor Bike,482,17.17
2889,Vina,Motor Bike,16,88.06
2890,Felisha,Walk,230,0
2891,Filippa,E-scooter,388,13.45
2892,Nate,Bike,83,0
2893,Care,E-scooter,265,44.37
2894,Brockie,Walk,90,0
2895,Gard,Walk,203,0
2896,Reece,Motor Bike,260,16.05
2897,Herschel,Train,396,20.53
2898,Charlton,Bus,0,47.04
2899,Greg,E-scooter,223,47.5
2900,Alic,Bike,465,0
2901,Farr,Bike,390,0
2902,Peta,Bus,15,17.7
2903,Almire,Motor Bike,250,97.19
2904,Gleda,Walk,370,0
2905,Starlin,E-scooter,0,95.37
2906,Theodore,Car,278,60.7
2907,Gerald,Bus,189,52.53
2908,Arlee,Motor Bike,464,7.86
2909,Roddie,Train,212,84.92
2910,Juieta,Car,228,89.86
2911,Ebeneser,E-scooter,69,46.05
2912,Tyrus,Train,365,10.34
2913,Cob,Walk,228,0
2914,Seamus,E-scooter,124,85.53
2915,Aurthur,Train,314,32.33
2916,Kattie,Car,481,52.98
2917,Lucille,Car,75,38.46
2918,Gabie,Car,299,77.07
2919,Selma,Car,201,85.65
2920,Claresta,Bike,454,0
2921,Carolyne,E-scooter,364,56.01
2922,Jedd,Car,21,55.12
2923,Bobine,Car,381,59.41
2924,Bonny,Train,365,43.71
2925,Tessi,Car,150,76.93
2926,Travis,Train,382,37.96
2927,Cooper,Walk,287,0
2928,Ethelbert,Bike,248,0
2929,Alonzo,Bike,406,0
2930,Terrence,Motor Bike,173,84.78
2931,Cassius,Train,23,57.56
2932,Murielle,E-scooter,339,18.76
2933,Harv,Train,458,36.55
2934,Walton,Bus,463,46.7
2935,Kristien,Walk,36,0
2936,Cozmo,Train,0,8.67
2937,Dougy,Train,0,15.43
2938,Antonio,Walk,16,0
2939,Siusan,Car,356,66.62
2940,Raquel,Bus,90,43.37
2941,Filberto,Bus,81,6.33
2942,Malva,E-scooter,67,62.09
2943,Sherlock,Car,376,17.36
2944,Chandal,Train,235,66.05
2945,Corrie,Bus,365,41.39
2946,Frederik,Bus,209,63.17
2947,Gerta,Walk,47,0
2948,Edeline,Bus,156,38.02
2949,Husain,Train,324,17.18
2950,Enoch,Bus,223,46.41
2951,Judas,Walk,492,0
2952,Maxy,Bus,495,90.05
2953,Angele,E-scooter,363,15.09
2954,Carole,Car,84,32.86
2955,Maryl,Bus,157,78.02
2956,Guntar,Car,324,81.61
2957,Ric,Motor Bike,147,45.82
2958,Curr,Walk,30,0
2959,Raquela,Bike,38,0
2960,Danya,Train,262,27.44
2961,Cherida,Bus,304,86.66
2962,Rickert,Motor Bike,342,34.34
2963,Flint,Bike,129,0
2964,Jeremias,Car,262,13.75
2965,Ileane,Train,471,79.36
2966,Carlie,Walk,21,0
2967,Lian,Car,384,28.13
2968,Faustine,Car,223,64.83
2969,Amandi,Motor Bike,371,7.06
2970,Rosene,Train,161,10.28
2971,Ashly,Walk,293,0
2972,Lemar,Motor Bike,280,32.08
2973,Merrile,Car,198,82.26
2974,Casie,Motor Bike,477,6.53
2975,Riley,Car,55,22.31
2976,Marsiella,Walk,469,0
2977,Gretel,Car,421,76.38
2978,Honor,Bike,206,0
2979,Bianka,Car,453,15.85
2980,Hermon,Walk,325,0
2981,Ricki,Motor Bike,187,5.6
2982,Ariadne,Train,278,6.49
2983,Stacie,E-scooter,228,26.85
2984,Annelise,Bus,273,7.78
2985,Ad,E-scooter,408,92.76
2986,Murielle,Train,366,36.22
2987,Dave,E-scooter,124,15.62
2988,Jackie,Bus,192,77.78
2989,Garnette,Train,0,90.85
2990,Lauralee,Car,35,39.78
2991,Staffard,Walk,15,0
2992,Arvin,Walk,0,0
2993,Aindrea,E-scooter,431,50.87
2994,Tiffanie,Train,72,82.35
2995,Forster,Train,99,21.55
2996,Queenie,Train,81,80.91
2997,Caitrin,Walk,323,0
2998,Marabel,Walk,224,0
2999,Darice,Train,391,92.13
3000,Lela,E-scooter,466,74.43
3001,Mercy,Train,150,54.49
3002,Erma,Motor Bike,22,19.31
3003,Gianina,Motor Bike,80,44.61
3004,Rebbecca,Train,154,87.77
3005,Mildred,Car,472,76.43
3006,Hervey,Train,469,75.3
3007,Kristoffer,Train,245,68.57
3008,Louella,Bus,374,16.26
3009,Leif,Train,10,7.81
3010,Reider,E-scooter,128,45.56
3011,Gilbertina,Bike,180,0
3012,Kathryn,Bus,218,52.11
3013,Wileen,Car,8,0.73
3014,Farrel,Train,93,69.49
3015,Rhianna,Car,348,99.8
3016,Skipton,Motor Bike,115,1.58
3017,Brod,Train,176,57.42
3018,Klarika,Car,29,52.22
3019,Caril,Car,31,42.8
3020,Francklin,Bike,483,0
3021,Etienne,Bus,225,54.7
3022,Loise,Train,203,1.65
3023,Ali,Train,486,95.77
3024,Jordain,Walk,286,0
3025,Minne,Car,221,74.29
3026,Florencia,Bus,174,67.11
3027,Reinald,Train,334,75.58
3028,Sigfried,Train,367,31.44
3029,Dacy,Train,347,22.83
3030,Aurie,Bike,359,0
3031,Pancho,E-scooter,104,80.96
3032,Carolynn,E-scooter,335,54.93
3033,Brigida,Walk,208,0
3034,Meghan,Motor Bike,344,76.62
3035,Freddie,Bus,40,46.2
3036,Neville,Bike,324,0
3037,Humbert,Bike,374,0
3038,Maria,Train,274,40.07
3039,Margot,Train,451,76.11
3040,Tamarra,Car,32,73.4
3041,Denis,E-scooter,201,71.47
3042,Kelly,Train,118,12.3
3043,Gannie,Car,276,70.45
3044,Jacquelynn,Train,175,27.85
3045,Berry,Walk,338,0
3046,Ronalda,Walk,342,0
3047,Deck,Bike,483,0
3048,Kerry,Motor Bike,143,76.74
3049,Bastian,Train,82,80.53
3050,Sigismundo,Bike,219,0
3051,Sophey,E-scooter,414,42.48
3052,Sharona,Car,205,3.82
3053,Fiorenze,Train,375,99.44
3054,Ursulina,Car,277,36.44
3055,Marchall,Train,382,23.17
3056,Lem,Bike,56,0
3057,Bradley,Car,331,44.64
3058,Gianni,Train,499,44.54
3059,Margy,E-scooter,73,8.78
3060,Brittaney,Train,140,71.64
3061,Armand,Bike,492,0
3062,Ricki,Train,494,21.46
3063,Ruby,E-scooter,385,43.97
3064,Zarla,Walk,496,0
3065,Sydney,Motor Bike,89,69.81
3066,Erny,Train,60,97.65
3067,Erskine,E-scooter,292,52.37
3068,Gary,Bike,351,0
3069,Abra,Motor Bike,289,88.51
3070,Sybila,E-scooter,270,18.51
3071,Merralee,Motor Bike,262,60.78
3072,Kendrick,Bus,9,39.69
3073,Antons,E-scooter,410,46.92
3074,Perkin,Train,296,34.49
3075,Wilton,Motor Bike,25,87.01
3076,Leigha,E-scooter,266,49.71
3077,Isa,Bike,449,0
3078,Wilie,Car,70,82.29
3079,Cissy,Car,105,93.48
3080,Dominga,Train,464,26.73
3081,Dorey,Car,0,1
3082,Taryn,Motor Bike,428,96.98
3083,Justin,Car,86,33.31
3084,Jorgan,Train,454,72.89
3085,Cissiee,Car,321,27.97
3086,Meggi,Train,458,68.34
3087,Lenora,Bike,464,0
3088,Bernarr,Bike,310,0
3089,Alan,Motor Bike,422,7.97
3090,Marja,Train,361,63.63
3091,Ada,Walk,166,0
3092,Joellen,Car,305,1.02
3093,Sandro,Motor Bike,310,1.97
3094,Noe,Bus,41,7.58
3095,Opalina,Walk,205,0
3096,Liam,Bike,265,0
3097,Daren,Walk,25,0
3098,Chilton,Motor Bike,337,48.59
3099,Saunder,Bike,475,0
3100,Daloris,Walk,494,0
3101,Arlena,Car,391,65.14
3102,Harmonia,Bike,78,0
3103,Danita,E-scooter,172,27.26
3104,Ella,Walk,66,0
3105,Demetra,Motor Bike,167,91.42
3106,Zorana,Motor Bike,212,94.04
3107,Bernice,Bus,87,27.46
3108,Eddie,Motor Bike,408,91.72
3109,Gweneth,Train,416,83.66
3110,Shanda,Car,441,16.68
3111,George,Bus,192,75.14
3112,Filippa,Bike,105,0
3113,Irvin,E-scooter,193,13.6
3114,Colet,Walk,231,0
3115,Meta,Motor Bike,299,27.79
3116,Geoff,Motor Bike,330,20.47
3117,Somerset,Car,130,56.4
3118,Doug,Bike,123,0
3119,Hakim,E-scooter,372,77.48
3120,Tyrus,Bike,3,0
3121,Winna,Bus,347,29.8
3122,Grace,Train,94,14.95
3123,Kassia,Bus,307,20.58
3124,Giacobo,Bike,339,0
3125,Roshelle,Motor Bike,392,12.36
3126,Leeann,Train,29,32.72
3127,Alika,Motor Bike,316,11.97
3128,Brian,Bike,382,0
3129,Conny,Walk,153,0
3130,Ralph,Bike,399,0
3131,Courtenay,Walk,369,0
3132,Hartwell,E-scooter,322,10.97
3133,Lars,Motor Bike,442,8.78
3134,Rosalinde,Train,67,21.35
3135,Zedekiah,E-scooter,287,84.02
3136,Marcella,E-scooter,205,31.15
3137,Kiri,Motor Bike,122,10.72
3138,Brigitte,Motor Bike,421,90.47
3139,Ingmar,Car,331,97.28
3140,Shayne,Train,15,16.24
3141,Dianna,E-scooter,109,61.01
3142,Humfrid,E-scooter,2,47.03
3143,Kore,Motor Bike,325,36.96
3144,Fayette,E-scooter,309,2.04
3145,Cherlyn,Motor Bike,95,74.25
3146,Minny,E-scooter,75,59.04
3147,Micaela,Bus,248,19.32
3148,Caty,Bike,256,0
3149,Dorris,Bus,38,44.77
3150,Catharine,E-scooter,5,90.57
3151,Hayward,Bus,39,43.82
3152,Rosalinde,Walk,124,0
3153,Irene,Walk,385,0
3154,Roddy,Car,332,43.59
3155,Gusti,Bus,382,68.1
3156,Janna,Bike,312,0
3157,Rutherford,Train,361,49.42
3158,Ariel,Motor Bike,205,74.48
3159,Lyndsay,Car,423,93.76
3160,Hamnet,Motor Bike,468,32.44
3161,Mercedes,Car,243,99.88
3162,Klement,Motor Bike,450,2.45
3163,Francyne,Bike,224,0
3164,Nikaniki,E-scooter,97,12.14
3165,Carmelina,Train,21,52.35
3166,Torrey,Walk,20,0
3167,Domeniga,Walk,312,0
3168,Tonia,E-scooter,384,32.3
3169,Dannie,Bike,405,0
3170,Berri,Bike,338,0
3171,Britte,Car,134,32.65
3172,Rossie,Walk,473,0
3173,Catherina,Walk,409,0
3174,Carver,Bus,237,18.09
3175,Babb,Bike,380,0
3176,Stephi,Train,156,87.44
3177,Danyelle,Bus,0,81.66
3178,Ardisj,E-scooter,363,67.56
3179,Thaine,Walk,473,0
3180,Deina,E-scooter,433,72.37
3181,Clementine,Motor Bike,0,0.59
3182,Astra,Train,478,65.08
3183,Patrizia,Car,279,89.83
3184,Augustine,Walk,448,0
3185,Tadio,Train,32,86.97
3186,Ingrid,E-scooter,314,31.78
3187,Filip,Train,196,70.66
3188,Kathie,Bus,496,41.51
3189,Jania,E-scooter,396,14.79
3190,Gates,Bike,296,0
3191,Emilia,Motor Bike,326,85.34
3192,Weylin,Bike,401,0
3193,Blanche,Motor Bike,283,21.12
3194,Efrem,Bus,189,96.04
3195,Nat,Bike,450,0
3196,Yorker,Bike,476,0
3197,Daveta,Train,378,58.2
3198,Fanny,Motor Bike,291,9.7
3199,Ilyssa,Walk,415,0
